,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
6117,22411,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Public Sector,1,190,1.0
13411,17853,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,37,0.0
10532,21834,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,86,0.0
4930,3552,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,16,<10,Pvt Ltd,never,66,0.0
19061,215,city_100,0.887,,Has relevent experience,Full time course,High School,,14,<10,Pvt Ltd,2,45,0.0
4168,9326,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,,1,51,0.0
4024,11740,city_103,0.92,Male,Has relevent experience,no_enrollment,,,>20,500-999,Pvt Ltd,>4,6,0.0
6969,6406,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,61,0.0
9926,5755,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,10,0.0
4057,2162,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,50-99,Pvt Ltd,2,4,0.0
8104,19414,city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,17,0.0
4985,7705,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,2,21,0.0
7473,15248,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,264,1.0
11693,10496,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,27,1.0
9017,13451,city_114,0.926,,Has relevent experience,no_enrollment,High School,,7,<10,Pvt Ltd,4,19,0.0
299,12117,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,320,0.0
12569,30414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,23,1.0
11273,9446,city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,22,0.0
6400,33172,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,7,,Pvt Ltd,2,65,0.0
16153,26268,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,,2,8,0.0
1554,26015,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,45,0.0
2381,18313,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,15,1.0
19120,7887,city_21,0.624,,No relevent experience,,Graduate,STEM,4,10/49,Pvt Ltd,2,14,1.0
1913,31497,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,17,,,1,56,0.0
7500,11526,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,500-999,,3,7,0.0
9953,8246,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,224,0.0
14279,32888,city_149,0.6890000000000001,,No relevent experience,Part time course,Graduate,STEM,6,,,2,13,1.0
14107,18789,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,70,0.0
18176,28839,city_114,0.926,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,2,52,0.0
7081,5771,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,89,0.0
8199,22397,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,70,0.0
15373,18489,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,0.0
11732,19787,city_21,0.624,,Has relevent experience,,Graduate,STEM,4,100-500,Pvt Ltd,3,11,0.0
1986,16781,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,30,0.0
415,8287,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,53,1.0
6352,9077,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,29,0.0
6141,11309,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,3,84,0.0
7010,10910,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,320,0.0
18743,25836,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,1,42,0.0
5315,31745,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,36,0.0
18805,23460,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,never,4,1.0
9582,13584,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,57,0.0
10403,1587,city_100,0.887,Male,Has relevent experience,,,,8,,,1,62,0.0
5328,12421,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,48,1.0
7460,16049,city_103,0.92,,Has relevent experience,Full time course,High School,,2,,,1,41,0.0
11102,26287,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,1,73,0.0
8484,9774,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,4,84,0.0
18293,31516,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,>4,43,1.0
11849,6924,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Other,1,51,1.0
1058,700,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23,0.0
11528,26768,city_162,0.767,,Has relevent experience,Full time course,Primary School,,2,,,1,23,1.0
11699,17416,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,39,0.0
644,13102,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,41,0.0
1280,21696,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,20,0.0
10257,5783,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,2,50,0.0
6580,8060,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,50-99,,1,112,0.0
8705,26434,city_64,0.6659999999999999,Male,No relevent experience,Part time course,Graduate,STEM,3,,,1,53,0.0
535,13209,city_75,0.939,,No relevent experience,no_enrollment,,,1,,,1,75,0.0
3960,15412,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Public Sector,2,36,0.0
1211,29556,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,82,1.0
13515,22465,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,50,0.0
506,7243,city_100,0.887,,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,never,19,0.0
18692,1868,city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,17,1.0
5450,24046,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,22,0.0
10858,18223,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,14,0.0
7493,24920,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,0.0
4935,15821,city_24,0.698,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Public Sector,2,45,0.0
14740,1908,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,184,1.0
1917,2198,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,17,1.0
18753,27407,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,45,0.0
10986,20810,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,Arts,14,10/49,Pvt Ltd,3,42,0.0
12483,21157,city_99,0.915,Male,No relevent experience,no_enrollment,High School,,8,5000-9999,Public Sector,1,42,0.0
9130,23818,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,48,0.0
12027,23782,city_114,0.926,Male,No relevent experience,Full time course,High School,,11,,,1,48,0.0
17019,22860,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,78,0.0
9641,11525,city_11,0.55,,No relevent experience,Part time course,Graduate,STEM,<1,,,never,20,1.0
7761,14252,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,81,0.0
6238,11407,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,1.0
5779,18042,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,1000-4999,Pvt Ltd,2,18,0.0
14788,13844,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,>4,156,0.0
16258,3115,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,38,1.0
10853,5057,city_160,0.92,,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,,24,0.0
7384,15463,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,100-500,Pvt Ltd,1,162,1.0
11413,19697,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,25,1.0
16015,28850,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,77,0.0
5718,20145,city_142,0.727,,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,1,40,1.0
247,12454,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,2,210,0.0
6697,8688,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,44,0.0
7158,24360,city_173,0.878,,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,3,40,0.0
16517,12540,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,27,0.0
8673,4565,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,Pvt Ltd,never,31,0.0
1707,26416,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,3,0.0
16609,6715,city_101,0.5579999999999999,,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,96,1.0
8238,16450,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,50,0.0
982,33128,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0.0
11643,21560,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,2,37,0.0
3951,12063,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,Early Stage Startup,2,178,0.0
13208,10363,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,,40,0.0
18305,15850,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,43,0.0
121,13915,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,20,1.0
1345,12512,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,2,74,1.0
15129,31173,city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,78,1.0
14045,1376,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,5,,,never,47,0.0
4663,22687,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,,131,0.0
9430,21053,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,11,0.0
10050,2232,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83,0.0
1315,3353,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,19,100-500,Public Sector,>4,23,0.0
6410,7172,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,,,>4,25,1.0
10864,8155,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,3,1.0
16013,24000,city_19,0.682,,Has relevent experience,Full time course,Graduate,STEM,3,,,never,13,1.0
830,17370,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,72,1.0
2404,446,city_74,0.579,,No relevent experience,Full time course,High School,,1,,,,102,1.0
7059,16465,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,Pvt Ltd,1,23,0.0
12955,17184,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,112,0.0
12152,7287,city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,15,100-500,Pvt Ltd,1,330,0.0
14250,28127,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,5,1.0
9358,17955,city_100,0.887,Male,No relevent experience,no_enrollment,,,3,,,never,262,0.0
859,365,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0.0
921,18859,city_162,0.767,Male,No relevent experience,Full time course,High School,,3,,,never,49,0.0
3199,13496,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,,1,100,1.0
7675,12204,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Early Stage Startup,>4,57,0.0
13282,9689,city_103,0.92,,No relevent experience,Full time course,High School,,<1,,,,27,1.0
2882,27152,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,2,90,1.0
12371,6521,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,3,12,1.0
12777,26988,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Public Sector,>4,57,1.0
7769,31558,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,74,0.0
6296,10875,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,88,0.0
3439,13439,city_100,0.887,Male,Has relevent experience,,Graduate,STEM,>20,500-999,Pvt Ltd,>4,4,0.0
17245,4755,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,Pvt Ltd,never,68,1.0
13103,10204,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,64,0.0
15339,5855,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,>4,11,0.0
9564,28087,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Early Stage Startup,1,63,0.0
9551,29227,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,No Major,6,,,1,26,1.0
10725,14237,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,78,1.0
7406,5351,city_114,0.926,Male,No relevent experience,no_enrollment,,,9,,,never,30,1.0
17820,31535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,95,0.0
8245,31242,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,141,1.0
8469,28227,city_41,0.8270000000000001,,No relevent experience,no_enrollment,High School,,6,,,never,21,1.0
16217,26105,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,74,0.0
12803,1897,city_114,0.926,Male,No relevent experience,,,,7,,,1,22,0.0
3891,18938,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,100-500,Pvt Ltd,3,54,0.0
9992,4567,city_105,0.794,Female,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,65,0.0
5266,8847,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Public Sector,3,66,0.0
7613,24121,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,34,0.0
10592,19270,city_106,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,64,0.0
798,18791,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,77,1.0
16660,27579,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Public Sector,1,111,0.0
15567,25216,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,25,1.0
5042,32501,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,9,,Pvt Ltd,1,11,0.0
9031,1615,city_89,0.925,,No relevent experience,no_enrollment,High School,,<1,,Pvt Ltd,never,72,0.0
13501,29264,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,58,0.0
7834,1482,city_75,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,52,0.0
15781,1933,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,32,0.0
11513,23019,city_90,0.698,Male,Has relevent experience,,Graduate,STEM,12,50-99,,4,97,1.0
11348,6478,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,1,105,0.0
8385,13554,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,96,0.0
8272,18836,city_136,0.897,,No relevent experience,Full time course,Graduate,,3,,,never,37,0.0
13636,5200,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,56,1.0
13786,2795,city_23,0.899,,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Early Stage Startup,>4,26,0.0
10132,10617,city_10,0.895,,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,56,0.0
3050,21769,city_118,0.722,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,70,1.0
5893,13943,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,7,100-500,NGO,1,14,0.0
12174,5027,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,78,0.0
13938,26039,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Public Sector,1,10,1.0
16009,16898,city_160,0.92,,No relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,1,59,0.0
14773,18672,city_121,0.7809999999999999,,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,109,0.0
10416,15149,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,,2,107,1.0
9616,27358,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,,never,85,1.0
8687,15642,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,124,0.0
6963,20463,city_21,0.624,,No relevent experience,no_enrollment,,,3,,,,12,0.0
7656,13593,city_83,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,12,0.0
15308,13153,city_73,0.754,Male,Has relevent experience,Part time course,High School,,4,,,1,57,0.0
16207,29366,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,>4,135,0.0
6404,27315,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,1,68,0.0
14223,4213,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,123,0.0
12463,14402,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,60,0.0
10139,27210,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,21,0.0
4859,23075,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,,>20,1000-4999,Public Sector,>4,7,0.0
14365,17789,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,,1,152,0.0
7530,33348,city_21,0.624,Male,No relevent experience,Part time course,Masters,STEM,15,100-500,Pvt Ltd,never,9,0.0
8212,30226,city_16,0.91,Female,Has relevent experience,no_enrollment,High School,,2,10/49,,1,25,0.0
497,14775,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,12,,,1,90,0.0
4627,20131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,1,8,0.0
15214,25298,city_138,0.836,Male,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,45,0.0
17525,18716,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,26,0.0
11435,24299,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,52,0.0
16413,20019,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,never,34,1.0
5296,6176,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,326,0.0
